stock_id,name,ticker,country,currency,sector,industry,sub_industry,beta,avg_daily_volume,side,posn_shares,cost_basis_local,market_price_local
205,equity_205,GLD,RUS,USD,Materials,Materials,Paper Packaging,1.121583604,9258,SHORT,-1982,164.55,160.7
206,equity_206,TVM,GBR,GBP,Financials,Real Estate,Residential REITs,0.639405156,21175978,SHORT,-53630,56.26,53.24
207,equity_207,XPU,BRA,BRL,Health Care,Health Care Equipment & Services,Health Care Services,1.539558757,1079445,LONG,5153,81.32,84.86
208,equity_208,GRI,HKG,CNY,Consumer Discretionary,Hotels Restaurants & Leisure,Restaurants,1.715468694,38835,LONG,6515,748.52,786.81
209,equity_209,YBN,DEU,EUR,Telecommunication Services,Telecommunication Services,Alternative Carriers,1.188972107,295289,LONG,6593,65.96,64.51
210,equity_210,GSM,HKG,HKD,Financials,Diversified Financials,Investment Banking & Brokerage,1.727116499,36869,LONG,1210,793.75,816.28
211,equity_211,JMU,AUS,AUD,Industrials,Transportation,Marine Ports & Services,0.740672538,29194780,LONG,3942,183.06,200.8
212,equity_212,RSZ,USA,USD,Consumer Discretionary,Consumer Durables & Apparel,Textiles,1.033790407,575276,SHORT,-4869,100.57,98.69
213,equity_213,GTC,USA,USD,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,0.965954015,16953,LONG,4861,84.01,85.05
214,equity_214,JTU,GBR,USD,Materials,Materials,Paper Products,1.00023593,4760707,SHORT,-10051,26.72,25.22
215,equity_215,SOO,NLD,EUR,Financials,Real Estate,Industrial REITs,1.54766062,764530,LONG,18839,70.71,67.71
216,equity_216,SLF,BEL,EUR,Industrials,Commercial Services & Supplies,Diversified Commercial Services,0.74488293,40180,LONG,62,69.85,69.68
217,equity_217,MGT,CHN,CNY,Materials,Materials,Diversified Chemicals,1.51165711,4833,LONG,3499,657.18,666.29
218,equity_218,DXH,BEL,EUR,Telecommunication Services,Telecommunication Services,Alternative Carriers,1.796996841,13577867,SHORT,-53323,24.78,24.29
219,equity_219,VOM,ESP,EUR,Materials,Materials,Industrial Gases,0.499341545,14720135,LONG,1570,130.05,143.16
220,equity_220,SKZ,FIN,EUR,Industrials,Capital Goods,Building Products,1.091867342,7015628,SHORT,-25343,164.6,161.72
221,equity_221,CXK,FIN,EUR,Utilities,Utilities,Electric Utilities,1.04072445,2111693,LONG,7504,87.19,83.56
222,equity_222,DHG,HKG,HKD,Consumer Discretionary,Retailing,Distributors,1.747807668,12821,LONG,21220,81.76,82.52
223,equity_223,YOF,USA,CAD,Industrials,Transportation,Marine Ports & Services,1.151625755,5517549,LONG,27846,35.45,37.46
224,equity_224,YRR,NLD,EUR,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,1.151485833,6236036,SHORT,-73848,138.38,129.56
225,equity_225,EEZ,GBR,GBP,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,1.223348533,16251665,LONG,6647,26.92,29.04
226,equity_226,JGM,AUS,AUD,Consumer Discretionary,Hotels Restaurants & Leisure,Restaurants,2.578985627,122908,LONG,5989,100.5,103.96
227,equity_227,EWT,HKG,CNY,Information Technology,Technology Hardware & Equipment,Electronic Components,0.979748659,38370,LONG,2849,776.75,770.72
228,equity_228,FTO,BEL,EUR,Financials,Diversified Financials,Other Diversified Financial Services,0.505230085,58946,SHORT,-34488,44.73,47.61
229,equity_229,NUY,ITA,EUR,Financials,Real Estate,Office REITs,2.407865384,1459,SHORT,-384,136.01,140.04
230,equity_230,SLU,DEU,USD,Information Technology,Software & Services,Home Entertainment Software,0.610614578,74915906,LONG,8769,95.88,103.05
231,equity_231,WQN,ITA,EUR,Energy,Energy,Oil & Gas Storage & Transportation,2.943785238,5888830,SHORT,-33327,56.54,58.24
232,equity_232,AIP,HKG,CNY,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,0.645675394,51722440,LONG,5889,466.79,476.3
233,equity_233,AUG,BEL,EUR,Information Technology,Technology Hardware & Equipment,Computer Hardware,0.50457944,248671,SHORT,-1309,167.57,179.09
234,equity_234,MEH,USA,CAD,Energy,Energy,Integrated Oil & Gas,1.409815589,186076,LONG,23268,157.97,145.71
235,equity_235,LRB,ITA,EUR,Consumer Discretionary,Automobiles & Components,Automobile Manufacturers,0.98722314,16628516,LONG,1692,63.59,64.2
236,equity_236,OLO,CHE,CHF,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.706837565,1338,SHORT,-1978,36.29,37.15
237,equity_237,ZSG,CAN,CAD,Industrials,Commercial Services & Supplies,Employment Services,0.955875795,4328536,LONG,1455,203.33,218.32
238,equity_238,ECA,BEL,EUR,Materials,Materials,Paper Packaging,0.597388708,206,SHORT,-575,42.98,46.53
239,equity_239,DDP,FRA,EUR,Materials,Materials,Commodity Chemicals,1.948373904,32818462,LONG,3796,102.24,106.5
240,equity_240,UIN,CHN,CNY,Industrials,Capital Goods,Building Products,0.786315828,165587,SHORT,-535,374.2,384.63
241,equity_241,ERV,AUS,AUD,Energy,Energy,Oil & Gas Refining Marketing & Transportation,1.709675634,5452,SHORT,-1658,261.55,249.77
242,equity_242,STA,HKG,CNY,Materials,Materials,Paper Packaging,0.902050757,38589558,LONG,4365,1180.32,1226.96
243,equity_243,WJP,GBR,USD,Consumer Staples,Food & Staples Retailing,Food Retail,2.261997422,33038907,LONG,3416,24.4,24.32
244,equity_244,YWG,FIN,EUR,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,2.299165099,3412,SHORT,-8920,89.46,99.78
245,equity_245,KCD,CAN,CAD,Financials,Real Estate,Specialized REITs,0.926129585,5084,SHORT,-13636,169.44,151.79
246,equity_246,DPC,USA,CAD,Utilities,Utilities,Gas Utilities,0.64790122,729315,LONG,8335,77.61,77.29
247,equity_247,RET,AUS,AUD,Materials,Materials,Commodity Chemicals,2.317066936,3452,LONG,3122,156.08,163.04
248,equity_248,QKA,JPN,JPY,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.933441885,20665,SHORT,-1812,4506.61,5136.92
249,equity_249,ZGB,BEL,EUR,Materials,Materials,Fertilizers & Agricultural Chemicals,0.517621034,6627,SHORT,-8169,72.61,77.13
250,equity_250,GET,FIN,EUR,Consumer Staples,Household & Personal Products,Household Products,1.881097919,156476,LONG,87980,99.8,96.62
251,equity_251,BEJ,BEL,EUR,Financials,Real Estate,Diversified Real Estate Activities,1.393781773,1428143,SHORT,-9656,113.51,119.33
252,equity_252,SLT,ESP,EUR,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,0.909093938,136300,LONG,4074,51.99,49.33
253,equity_253,NQJ,HKG,HKD,Health Care,Health Care Equipment & Services,Managed Health Care,1.81019904,1537381,LONG,3446,802.84,708.15
254,equity_254,RMU,HKG,CNY,Consumer Discretionary,Retailing,Department Stores,2.00705658,534604,LONG,48637,505.99,551.1
255,equity_255,DRA,GRC,EUR,Financials,Diversified Financials,Multi-Sector Holdings,1.086102871,77092,LONG,31128,29.24,30.34
256,equity_256,IZM,GBR,USD,Consumer Discretionary,Retailing,Home Improvement Retail,0.567818469,5219704,LONG,17090,74.62,76.95
257,equity_257,BBV,ITA,EUR,Industrials,Capital Goods,Trading Companies & Distributors,1.822073119,292334,LONG,26731,9.37,9.24
258,equity_258,WYN,NLD,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,0.954026292,32258228,LONG,3635,49.31,50.78
259,equity_259,QVG,DEU,USD,Consumer Discretionary,Automobiles & Components,Automobile Manufacturers,1.168203742,35104,LONG,1587,130.51,137.72
260,equity_260,OVI,ESP,EUR,Industrials,Transportation,Airport Services,1.758028723,4268,SHORT,-2419,172.18,168.96
261,equity_261,WLJ,GBR,GBP,Materials,Materials,Metal & Glass Containers,1.976293228,1635,LONG,89,100.21,99.96
262,equity_262,WZK,BRA,BRL,Consumer Staples,Food Beverage & Tobacco,Tobacco,0.731653836,1122,SHORT,-2898,437.05,428.76
263,equity_263,RNX,HKG,HKD,Financials,Diversified Financials,Multi-Sector Holdings,1.545628442,70854,LONG,31082,263.9,274.8
264,equity_264,HCU,CHN,CNY,Industrials,Capital Goods,Construction & Engineering,0.512116313,3710,LONG,6083,637.24,596.25
265,equity_265,HXS,FRA,EUR,Consumer Discretionary,Automobiles & Components,Motorcycle Manufacturers,0.834724064,3172,SHORT,-8385,27.83,28.14
266,equity_266,YEH,GBR,GBP,Consumer Discretionary,Retailing,Computer & Electronics Retail,2.00131233,2266,LONG,6177,120.94,117.31
267,equity_267,DSL,BRA,BRL,Industrials,Commercial Services & Supplies,Commercial Printing,0.760654773,4689,LONG,114,425.98,402.15
268,equity_268,KJH,GBR,USD,Industrials,Capital Goods,Industrial Conglomerates,0.732607188,15470,SHORT,-7901,64.58,66.13
269,equity_269,NVR,RUS,USD,Financials,Real Estate,Real Estate Investment Trusts,0.34406594,9748,SHORT,-2068,182.72,172.62
270,equity_270,IAV,CHN,CNY,Industrials,Transportation,Airport Services,2.475212324,287522,LONG,13007,118.82,112.99
271,equity_271,CUQ,USA,USD,Industrials,Transportation,Airport Services,0.61903881,957831109,SHORT,-101276,11.52,11.49
272,equity_272,FPK,USA,CAD,Financials,Real Estate,Office REITs,2.572223314,59438,SHORT,-2755,219.82,207.01
273,equity_273,MJY,USA,CAD,Financials,Real Estate,Residential REITs,1.250053759,2662,LONG,1449,189.02,209.85
274,equity_274,UFG,USA,CAD,Energy,Energy,Oil & Gas Storage & Transportation,0.651440666,15970,LONG,40228,35.74,39.05
275,equity_275,BPP,JPN,JPY,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,0.611308378,165442988,LONG,18483,7120.65,6820.61
276,equity_276,JKT,GBR,GBP,Information Technology,Software & Services,Internet Software & Services,2.598389333,7747060,SHORT,-14853,40.12,41.52
277,equity_277,OTR,FIN,EUR,Consumer Staples,Food Beverage & Tobacco,Meat Poultry & Fish,0.827125255,32955,LONG,23079,110.54,103.73
278,equity_278,UYC,USA,USD,Health Care,Health Care Equipment & Services,Health Care Supplies,1.2393961,3115997,LONG,2091,32.6,32.21
279,equity_279,BHQ,FIN,EUR,Health Care,Health Care Equipment & Services,Health Care Distributors,0.66060759,44,LONG,1,113.81,107.36
280,equity_280,PXH,DEU,EUR,Consumer Discretionary,Retailing,Apparel Retail,1.10134222,104556606,SHORT,-23482,36.75,33.96
281,equity_281,VAJ,ESP,EUR,Financials,Real Estate,Diversified REITs,0.587016886,10652,SHORT,-2976,67.13,67.55
282,equity_282,NCZ,GBR,USD,Industrials,Capital Goods,Industrial Conglomerates,0.522960233,994,SHORT,-2837,90.34,100.72
283,equity_283,LUN,ESP,EUR,Consumer Discretionary,Consumer Durables & Apparel,Homebuilding,1.152335648,20820,SHORT,-16334,67.39,67.04
284,equity_284,IJL,USA,USD,Consumer Discretionary,Automobiles & Components,Auto Parts & Equipment,1.532910604,234793,LONG,4107,139.74,147.36
285,equity_285,KHY,FRA,EUR,Information Technology,Software & Services,Application Software,2.312984198,772855,SHORT,-23008,39.53,38.32
286,equity_286,XOL,CAN,CAD,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.903727328,25464232,LONG,16176,197.61,220.66
287,equity_287,TWE,AUS,AUD,Financials,Diversified Financials,Asset Management & Custody Banks,1.155736434,1292,SHORT,-3175,244.47,248.58
288,equity_288,JJZ,NLD,EUR,Consumer Discretionary,Consumer Durables & Apparel,Homebuilding,0.585509572,72209,LONG,1668,157.11,158.11
289,equity_289,RAO,GBR,USD,Utilities,Utilities,Multi-Utilities and Unregulated Power,1.472250378,221,LONG,185,171.84,184.89
290,equity_290,ERT,FIN,EUR,Consumer Discretionary,Automobiles & Components,Motorcycle Manufacturers,1.04519841,791131,LONG,326,145.24,145.38
291,equity_291,HJX,GRC,EUR,Materials,Materials,Silver,1.041577928,1980,LONG,3943,139.93,141.08
292,equity_292,MLR,HKG,CNY,Industrials,Capital Goods,Aerospace & Defense,0.924415726,303093794,SHORT,-35120,49.8,47.98
293,equity_293,SKK,CAN,CAD,Consumer Discretionary,Consumer Durables & Apparel,Home Furnishings,1.528222977,12126,LONG,7770,71.83,69.22
294,equity_294,YKK,BRA,BRL,Energy,Energy,Oil & Gas Equipment & Services,0.786324836,29616347,SHORT,-29018,651.59,641.42
295,equity_295,CTD,AUS,AUD,Financials,Diversified Financials,Consumer Finance,0.696173605,31185,SHORT,-37654,117.01,113.56
296,equity_296,SAF,BRA,BRL,Consumer Discretionary,Retailing,Homefurnishing Retail,1.402695185,29735,SHORT,-45374,145.96,145.64
297,equity_297,TXE,DEU,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,1.175536628,29642440,LONG,3174,68.49,66.58
298,equity_298,KLK,DEU,EUR,Financials,Real Estate,Specialized REITs,1.636017926,615119,LONG,68083,21.54,22.4
299,equity_299,KXI,AUS,AUD,Information Technology,Software & Services,Application Software,1.020103213,7414611,SHORT,-77352,14.91,15.47
300,equity_300,OIV,ITA,EUR,Utilities,Utilities,Independent Power Producers & Energy Traders,2.692400302,530716870,SHORT,-55214,16.22,14.79
301,equity_301,VBF,USA,USD,Consumer Discretionary,Consumer Durables & Apparel,Consumer Electronics,1.93814962,137528,SHORT,-15171,69.85,67.94
302,equity_302,PAW,RUS,USD,Financials,Real Estate,Real Estate Operating Companies,1.315837003,1077445,LONG,40843,42.76,41.38
303,equity_303,WDK,ITA,EUR,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,0.918865093,91215013,LONG,10894,64.77,65.61
304,equity_304,VXD,BEL,EUR,Financials,Banks,Diversified Banks,2.011587137,657796,LONG,4863,185.51,180.31
305,equity_305,KRI,CAN,CAD,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,0.905973134,4779,LONG,3805,244.3,260.49
306,equity_306,XJJ,FRA,EUR,Consumer Discretionary,Consumer Durables & Apparel,Consumer Electronics,1.589141986,167759,SHORT,-6649,75.96,72.71
307,equity_307,WXK,GBR,USD,Consumer Discretionary,Retailing,Distributors,1.784540417,5438807,SHORT,-102880,14.53,14.6
308,equity_308,PSZ,FIN,EUR,Energy,Energy,Oil & Gas Refining Marketing & Transportation,1.10356934,6421,SHORT,-16201,133.75,128.96
309,equity_309,AVQ,FIN,EUR,Consumer Staples,Food & Staples Retailing,Hypermarkets and Super Centers,0.891529298,87334083,LONG,10206,33.58,32.84
310,equity_310,GNX,DEU,EUR,Information Technology,Technology Hardware & Equipment,Computer Storage & Peripherals,1.38512149,5003,SHORT,-1400,77.91,85.92
311,equity_311,JTS,BEL,EUR,Materials,Materials,Diversified Metals & Mining,0.637589245,243,SHORT,-278,58.39,63.52
312,equity_312,XNW,ITA,EUR,Consumer Discretionary,Consumer Durables & Apparel,Household Appliances,0.991276942,57467,SHORT,-9920,86.42,88.49
313,equity_313,AJY,CHE,CHF,Consumer Discretionary,Consumer Durables & Apparel,Consumer Electronics,0.765437914,7991,LONG,1451,176.3,172.22
314,equity_314,KZE,JPN,JPY,Information Technology,Technology Hardware & Equipment,Office Electronics,0.758966366,2479905,SHORT,-2657,12781.58,12685.86
315,equity_315,UBM,NLD,EUR,Information Technology,Software & Services,Systems Software,2.019267083,1640658,SHORT,-11819,43.11,43.73
316,equity_316,HWJ,HKG,HKD,Materials,Materials,Metal & Glass Containers,1.5655124,41366485,SHORT,-4759,816.27,770.96
317,equity_317,KOJ,BRA,BRL,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,0.512787376,330868804,LONG,35859,268.23,276.93
318,equity_318,MSA,HKG,CNY,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,0.529278518,10880293,LONG,1751,1121.79,1068.79
319,equity_319,WSX,CHE,CHF,Health Care,Health Care Equipment & Services,Health Care Services,1.252191455,3121,LONG,791,182.15,189.19
320,equity_320,MMK,AUS,AUD,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,1.823455815,217346,LONG,435,232.85,231.53
321,equity_321,JKY,CHN,CNY,Materials,Materials,Industrial Gases,0.506699712,52876,SHORT,-4162,232.26,240.99
322,equity_322,PYG,HKG,CNY,Industrials,Commercial Services & Supplies,Human Resource & Employment Services,2.18798191,4023,LONG,7053,860.3,858.7
323,equity_323,GFN,RUS,USD,Information Technology,Technology Hardware & Equipment,Semiconductor Equipment,1.160079209,143490,SHORT,-5012,122.18,119.37
324,equity_324,EZY,FIN,EUR,Industrials,Capital Goods,Heavy Electrical Equipment,1.541710811,3322830,SHORT,-20535,54.98,56.97
325,equity_325,ILJ,FIN,EUR,Information Technology,Technology Hardware & Equipment,Communications Equipment,1.340234722,1808,SHORT,-4836,10.7,10.93
326,equity_326,ZXH,AUS,AUD,Financials,Banks,Thrifts & Mortgage Finance,1.497743561,161942637,SHORT,-19038,213.91,204.77
327,equity_327,SWA,HKG,HKD,Consumer Discretionary,Retailing,Apparel Retail,0.534661996,181449,SHORT,-8113,789.46,786.5
328,equity_328,WAR,HKG,HKD,Consumer Discretionary,Media,Cable & Satellite,0.694830871,119375,LONG,21036,732.17,720.59
329,equity_329,XMX,JPN,JPY,Health Care,Pharmaceuticals & Biotechnology,Life Sciences Tools & Services,1.116913954,47538,SHORT,-57719,20618.75,19225.47
330,equity_330,VDB,DEU,EUR,Consumer Discretionary,Media,Advertising,0.821703695,1214788,LONG,54036,9.32,9.42
331,equity_331,KDF,DEU,USD,Information Technology,Technology Hardware & Equipment,Networking Equipment,1.657055027,5573,SHORT,-14739,19.24,20.71
332,equity_332,DZS,GBR,USD,Health Care,Health Care Equipment & Services,Health Care Distributors,1.575694051,10157263,SHORT,-2180,61.26,62.64
333,equity_333,PID,BRA,BRL,Financials,Real Estate,Specialized REITs,1.889590001,39374,SHORT,-16343,430.26,452.6
334,equity_334,DCS,JPN,JPY,Financials,Diversified Financials,Investment Banking & Brokerage,1.349461844,469251,LONG,11891,6247.52,6124.57
335,equity_335,JMZ,GBR,USD,Information Technology,Technology Hardware & Equipment,Communications Equipment,0.570775964,13076878,LONG,1392,68.61,69.38
336,equity_336,YBY,JPN,JPY,Financials,Diversified Financials,Specialized Finance,0.71957087,45848,SHORT,-12683,15502.8,15169.08
337,equity_337,VQZ,DEU,USD,Materials,Materials,Paper Packaging,1.10179092,4599,SHORT,-380,173.02,178.92
338,equity_338,WQS,ESP,EUR,Information Technology,Technology Hardware & Equipment,Technology Hardware Storage & Peripherals,0.723063515,1263709,LONG,129,39.35,41.53
339,equity_339,SKM,USA,CAD,Materials,Materials,Aluminum,1.013051681,2735,LONG,2868,74.88,78.18
340,equity_340,GPT,GRC,EUR,Industrials,Capital Goods,Heavy Electrical Equipment,1.434711649,1318616,LONG,3582,149.76,161.5
341,equity_341,CCA,DEU,USD,Consumer Discretionary,Consumer Durables & Apparel,Apparel Accessories & Luxury Goods,1.679821185,70673,LONG,26827,33.91,36.37
342,equity_342,WFO,RUS,USD,Industrials,Capital Goods,Construction & Farm Machinery & Heavy Trucks,1.260050359,8888,SHORT,-6533,151.92,136.75
343,equity_343,CTL,ESP,EUR,Industrials,Capital Goods,Construction & Farm Machinery & Heavy Trucks,0.663629939,6758,LONG,14220,57.07,62.94
344,equity_344,NKI,GBR,GBP,Consumer Discretionary,Retailing,Distributors,1.51224902,5546,SHORT,-14830,49.53,45.93
345,equity_345,SHV,ITA,EUR,Financials,Real Estate,Real Estate Services,1.532727913,40520266,LONG,21155,138.24,141.34
346,equity_346,YXY,HKG,CNY,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,0.659657306,72835713,LONG,7286,704.54,678.65
347,equity_347,SVQ,CHN,CNY,Financials,Real Estate,Real Estate Management & Development,0.806340112,4410,SHORT,-11133,223.93,202.15
348,equity_348,UYF,DEU,EUR,Financials,Diversified Financials,Consumer Finance,2.846213082,288209,LONG,1980,64.63,64.76
349,equity_349,VWU,FRA,EUR,Consumer Discretionary,Retailing,General Merchandise Stores,1.989309674,34715,LONG,391,166.62,168.63
350,equity_350,EMS,CHE,CHF,Materials,Materials,Fertilizers & Agricultural Chemicals,1.63148256,10828,LONG,3358,157.03,150.88
351,equity_351,WWY,HKG,CNY,Industrials,Commercial Services & Supplies,Office Services & Supplies,2.641810899,49384,LONG,1072,829.28,873.66
352,equity_352,QTG,FIN,EUR,Consumer Discretionary,Consumer Durables & Apparel,Footwear,1.055218112,332782,SHORT,-8993,112.08,109.16
